Respondent ID,Collector ID,Start Date,End Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Who do you think you will vote for in the 2020 general election?,What should the consequences be for a public official who encourages a foreign power to intervene in an upcoming domestic election in their favor?,Impeachment is the first step in the process of removing a president from office. Do you think the House of Representatives should impeach President Trump?,How familiar would you say you are with the situation stemming from President Trump's conversation with Ukrainian President Zelensky related to Democratic candidate Joe Biden?,Do you believe launching a formal impeachment inquiry into President Trump will overall work out in Democrats' favor electorally?,Do you believe launching a formal impeachment inquiry into President Trump for soliciting foreign interference in a US election is the right thing to do?,Age,Gender,Household Income,Region,Device Type
11020255241,247023108,2019-09-25 19:43:16,2019-09-25 19:46:13,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I don't know or I'd rather not say,Yes,Hispanic or Latino,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I neither support nor oppose impeachment,Not so familiar,I don't know,I don't know,18-29,Female,"$0-$9,999",West South Central,Android Phone / Tablet
11020254998,247023108,2019-09-25 19:35:28,2019-09-25 19:46:02,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Black or African American,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would not,Definitely yes,30-44,Male,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
11020253850,247023108,2019-09-25 19:43:37,2019-09-25 19:45:26,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would,Definitely yes,30-44,Male,"$100,000-$124,999",Pacific,Android Phone / Tablet
11020253312,247023108,2019-09-25 19:43:14,2019-09-25 19:45:06,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,Black or African American,Probably the Democratic nominee,"I think that merits investigation and possibly censure, penalties or discipline",I oppose impeachment,Somewhat familiar,Definitely would not,Probably yes,18-29,Female,Prefer not to answer,South Atlantic,iOS Phone / Tablet
11020252863,247023108,2019-09-25 19:43:30,2019-09-25 19:44:50,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,No,White or Caucasian,Neither / I don't intend to vote.,I don't know,I strongly support impeachment,Not at all familiar,I don't know,I don't know,45-60,Female,"$0-$9,999",East North Central,Android Phone / Tablet
11020250027,247023108,2019-09-25 19:40:54,2019-09-25 19:43:11,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Not so familiar,I don't know,Definitely yes,18-29,Female,"$100,000-$124,999",East North Central,iOS Phone / Tablet
11020250020,247023108,2019-09-25 19:31:43,2019-09-25 19:43:12,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Black or African American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Definitely would,Definitely yes,45-60,Female,"$150,000-$174,999",West North Central,iOS Phone / Tablet
11020249695,247023108,2019-09-25 19:40:38,2019-09-25 19:43:01,I don't know or I'd rather not say,Slightly conservative,Yes,Another race,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I support impeachment,Not at all familiar,Probably would,Definitely yes,18-29,Female,"$0-$9,999",East South Central,Android Phone / Tablet
11020248881,247023108,2019-09-25 19:42:11,2019-09-25 19:44:15,"Yes, I will likely vote in my state's Democratic primary or caucus",Very conservative,Yes,Native Hawaiian or other Pacific Islander,I'm not sure at this time,I don't know,I strongly oppose impeachment,Extremely familiar,I don't know,Definitely not,45-60,Male,"$200,000+",Pacific,Windows Desktop / Laptop
11020248094,247023108,2019-09-25 19:40:35,2019-09-25 19:42:07,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither / I don't intend to vote.,I don't know,I don't know,Not at all familiar,I don't know,I don't know,30-44,Male,"$25,000-$49,999",West North Central,iOS Phone / Tablet
11020247901,247023108,2019-09-25 19:40:56,2019-09-25 19:42:00,I don't know or I'd rather not say,I don't know or I'd rather not say,Unsure / Don’t know,White or Caucasian,I'm not sure at this time,I don't know,I don't know,Not so familiar,I don't know,I don't know,18-29,Female,"$75,000-$99,999",East South Central,iOS Phone / Tablet
11020247601,247023108,2019-09-25 19:37:24,2019-09-25 19:41:51,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Not so familiar,Definitely would,Probably yes,18-29,Male,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
11020247452,247023108,2019-09-25 19:41:18,2019-09-25 19:44:44,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,Hispanic or Latino,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would not,Definitely yes,45-60,Female,"$10,000-$24,999",Pacific,Android Phone / Tablet
11020245520,247023108,2019-09-25 19:37:59,2019-09-25 19:40:39,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I don't know or I'd rather not say,Unsure / Don’t know,White or Caucasian,Neither / I don't intend to vote.,I don't know,I neither support nor oppose impeachment,Not at all familiar,Probably would not,I don't know,30-44,Female,"$10,000-$24,999",West North Central,iOS Phone / Tablet
11020245295,247023108,2019-09-25 19:38:14,2019-09-25 19:40:30,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,Hispanic or Latino,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I neither support nor oppose impeachment,Not so familiar,Probably would not,I don't know,45-60,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
11020244160,247023108,2019-09-25 19:39:07,2019-09-25 19:43:52,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Very familiar,Probably would,Definitely yes,> 60,Male,"$50,000-$74,999",East North Central,Windows Desktop / Laptop
11020242883,247023108,2019-09-25 19:36:03,2019-09-25 19:39:05,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I neither support nor oppose impeachment,Somewhat familiar,Definitely would not,Probably not,> 60,Male,"$75,000-$99,999",Pacific,Android Phone / Tablet
11020242880,247023108,2019-09-25 19:37:24,2019-09-25 19:39:06,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,Hispanic or Latino,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I support impeachment,Somewhat familiar,Definitely would,Definitely yes,30-44,Female,"$10,000-$24,999",West North Central,Android Phone / Tablet
11020242699,247023108,2019-09-25 19:38:05,2019-09-25 19:45:26,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,I think that merits investigation and possibly removal from office.,I neither support nor oppose impeachment,Not so familiar,Probably would,Probably yes,> 60,Female,"$75,000-$99,999",New England,Windows Desktop / Laptop
11020242270,247023108,2019-09-25 19:34:44,2019-09-25 19:38:45,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know or I'd rather not say,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,I don't know,Definitely yes,45-60,Female,"$50,000-$74,999",West South Central,Android Phone / Tablet
11020240586,247023108,2019-09-25 19:34:18,2019-09-25 19:37:49,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,I don't know,Probably yes,18-29,Female,"$50,000-$74,999",East South Central,iOS Phone / Tablet
11020239931,247023108,2019-09-25 19:31:52,2019-09-25 19:37:25,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would,Probably yes,30-44,Female,"$75,000-$99,999",East South Central,iOS Phone / Tablet
11020238686,247023108,2019-09-25 19:33:51,2019-09-25 19:36:43,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Unsure / Don’t know,Hispanic or Latino,Probably the Democratic nominee,"I think that merits investigation and possibly censure, penalties or discipline",I strongly support impeachment,Not at all familiar,Probably would,Definitely yes,18-29,Male,"$25,000-$49,999",Mountain,Android Phone / Tablet
11020238448,247023108,2019-09-25 19:33:19,2019-09-25 19:36:35,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Probably the Republican nominee,I don't know,I don't know,Not at all familiar,Definitely would not,I don't know,45-60,Female,"$25,000-$49,999",Middle Atlantic,Android Phone / Tablet
11020237421,247023108,2019-09-25 19:32:23,2019-09-25 19:36:03,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Probably the Republican nominee,I don't know,I strongly oppose impeachment,Somewhat familiar,Definitely would not,Definitely not,> 60,Female,"$10,000-$24,999",East South Central,iOS Phone / Tablet
11020237259,247023108,2019-09-25 19:33:29,2019-09-25 19:35:58,I don't know or I'd rather not say,Neither liberal nor conservative,Unsure / Don’t know,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Not so familiar,Probably would,Probably yes,30-44,Male,"$0-$9,999",East North Central,Android Phone / Tablet
11020236174,247023108,2019-09-25 19:32:09,2019-09-25 19:35:23,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I neither support nor oppose impeachment,Not at all familiar,I don't know,I don't know,18-29,Female,"$0-$9,999",West North Central,iOS Phone / Tablet
11020234816,247023108,2019-09-25 19:31:51,2019-09-25 19:34:36,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,American Indian or Alaska Native,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I neither support nor oppose impeachment,Somewhat familiar,Probably would not,Probably yes,30-44,Female,"$75,000-$99,999",West North Central,Android Phone / Tablet
11020233756,247023108,2019-09-25 19:33:39,2019-09-25 19:36:41,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,Probably would,Definitely yes,> 60,Male,"$125,000-$149,999",Pacific,Windows Desktop / Laptop
11020233653,247023108,2019-09-25 19:32:00,2019-09-25 19:33:59,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,No,Asian or Asian American,Probably the Democratic nominee,I think that merits investigation and possibly removal from office.,I strongly support impeachment,Somewhat familiar,I don't know,Definitely yes,18-29,Male,"$75,000-$99,999",Pacific,Android Phone / Tablet
11020233482,247023108,2019-09-25 19:31:52,2019-09-25 19:33:53,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,Asian or Asian American,I'm not sure at this time,"I think that merits investigation and possibly censure, penalties or discipline",I support impeachment,Not so familiar,Probably would,Probably yes,30-44,Male,"$50,000-$74,999",Pacific,Android Phone / Tablet
