Respondent ID,Collector ID,Start Date,End Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),"Facebook co-founder Chris Hughes has called on the federal government to start anti-trust action against the company and to break it up, such as requiring it to spin off WhatsApp and Instagram as separate companies. Do you oppose or support anti-trust action against Facebook?",Age,Gender,Household Income,Region,Device Type
10722612955,233578950,2019-05-10 21:23:30,2019-05-10 21:26:09,I don't know or I'd rather not say,Slightly liberal,Unsure / Don’t know,Asian or Asian American,Somewhat support,30-44,Female,"$125,000-$149,999",Pacific,iOS Phone / Tablet
10722612805,233578950,2019-05-10 21:23:22,2019-05-10 21:32:34,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Support,> 60,Male,"$200,000+",New England,iOS Phone / Tablet
10722612789,233578950,2019-05-10 21:23:30,2019-05-10 21:24:51,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Moderately liberal,No,White or Caucasian,Neither support nor oppose,45-60,Male,"$10,000-$24,999",East South Central,Android Phone / Tablet
10722612584,233578950,2019-05-10 21:23:27,2019-05-10 21:24:04,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately liberal,Unsure / Don’t know,Black or African American,Somewhat support,18-29,Female,"$125,000-$149,999",West North Central,Android Phone / Tablet
10722609902,233578950,2019-05-10 21:20:15,2019-05-10 21:28:00,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Strongly support,,,,,
10722608665,233578950,2019-05-10 21:18:50,2019-05-10 21:35:38,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,Somewhat oppose,> 60,Female,"$25,000-$49,999",New England,Android Phone / Tablet
10722608504,233578950,2019-05-10 21:18:45,2019-05-10 21:33:52,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$75,000-$99,999",Pacific,Windows Desktop / Laptop
10722606841,233578950,2019-05-10 21:17:23,2019-05-10 21:19:21,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly liberal,Yes,Asian or Asian American,Somewhat oppose,30-44,Male,"$100,000-$124,999",South Atlantic,iOS Phone / Tablet
10722606783,233578950,2019-05-10 21:17:21,2019-05-10 21:22:37,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Very liberal,No,White or Caucasian,Strongly support,18-29,Male,"$75,000-$99,999",East South Central,iOS Phone / Tablet
10722606346,233578950,2019-05-10 21:16:36,2019-05-10 21:19:44,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,Strongly oppose,45-60,Male,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10722604979,233578950,2019-05-10 21:15:32,2019-05-10 21:19:39,"Yes, I will likely vote in my state's Republican primary or caucus",Neither liberal nor conservative,No,White or Caucasian,I don't know,45-60,Female,"$75,000-$99,999",New England,Android Phone / Tablet
10722603308,233578950,2019-05-10 21:13:24,2019-05-10 21:18:18,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Strongly oppose,,,,,
10722602354,233578950,2019-05-10 21:12:43,2019-05-10 21:24:55,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Strongly support,30-44,Male,"$75,000-$99,999",Pacific,Windows Desktop / Laptop
10722602171,233578950,2019-05-10 21:12:31,2019-05-10 21:18:04,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Very conservative,No,White or Caucasian,I don't know,45-60,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10722600273,233578950,2019-05-10 21:10:17,2019-05-10 21:15:56,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Strongly support,45-60,Male,"$50,000-$74,999",West South Central,Android Phone / Tablet
10722599272,233578950,2019-05-10 21:09:39,2019-05-10 21:15:08,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,White or Caucasian,Strongly oppose,18-29,Male,"$150,000-$174,999",East North Central,Android Phone / Tablet
10722599134,233578950,2019-05-10 21:09:27,2019-05-10 21:13:25,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Slightly conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Female,"$75,000-$99,999",South Atlantic,iOS Phone / Tablet
10722596791,233578950,2019-05-10 21:06:57,2019-05-10 21:10:57,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Male,"$25,000-$49,999",East North Central,Android Phone / Tablet
10722596761,233578950,2019-05-10 21:06:58,2019-05-10 21:16:11,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Very liberal,Yes,White or Caucasian,Support,> 60,Male,"$100,000-$124,999",Middle Atlantic,MacOS Desktop / Laptop
10722596059,233578950,2019-05-10 21:06:25,2019-05-10 21:13:08,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Support,30-44,Male,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10722595818,233578950,2019-05-10 21:06:08,2019-05-10 21:12:26,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,I don't know,45-60,Female,"$25,000-$49,999",South Atlantic,iOS Phone / Tablet
10722594509,233578950,2019-05-10 21:04:42,2019-05-10 21:08:28,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,Support,30-44,Female,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10722594263,233578950,2019-05-10 21:04:42,2019-05-10 21:08:52,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Somewhat oppose,18-29,Female,"$50,000-$74,999",East South Central,iOS Phone / Tablet
10722594111,233578950,2019-05-10 21:04:42,2019-05-10 21:05:33,"Yes, I will likely vote in my state's Republican primary or caucus",Very liberal,Yes,White or Caucasian,Oppose,30-44,Female,"$0-$9,999",Pacific,iOS Phone / Tablet
10722593429,233578950,2019-05-10 21:03:56,2019-05-10 21:07:34,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$125,000-$149,999",Middle Atlantic,iOS Phone / Tablet
10722590169,233578950,2019-05-10 21:00:36,2019-05-10 21:03:24,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Oppose,45-60,Male,"$200,000+",Middle Atlantic,MacOS Desktop / Laptop
10722590123,233578950,2019-05-10 21:00:35,2019-05-10 21:04:55,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,White or Caucasian,Strongly oppose,45-60,Male,"$25,000-$49,999",Middle Atlantic,iOS Phone / Tablet
10722589215,233578950,2019-05-10 20:59:26,2019-05-10 21:04:36,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,Somewhat oppose,45-60,Female,"$125,000-$149,999",Mountain,Android Phone / Tablet
10722586991,233578950,2019-05-10 20:57:13,2019-05-10 20:58:49,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly conservative,Yes,Black or African American,I don't know,45-60,Male,"$75,000-$99,999",West North Central,iOS Phone / Tablet
10722585718,233578950,2019-05-10 20:55:42,2019-05-10 21:01:21,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Black or African American,Neither support nor oppose,45-60,Female,"$50,000-$74,999",South Atlantic,Android Phone / Tablet
10722583235,233578950,2019-05-10 20:52:53,2019-05-10 20:57:36,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Neither support nor oppose,45-60,Male,"$100,000-$124,999",East North Central,Android Phone / Tablet
10722583229,233578950,2019-05-10 20:52:36,2019-05-10 21:05:49,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,Hispanic or Latino,I don't know,45-60,Female,"$50,000-$74,999",Middle Atlantic,Android Phone / Tablet
10722582716,233578950,2019-05-10 20:52:32,2019-05-10 20:54:25,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,Another race,Strongly support,45-60,Female,"$50,000-$74,999",Mountain,Windows Desktop / Laptop
10722581001,233578950,2019-05-10 20:50:35,2019-05-10 20:57:33,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,30-44,Male,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10722580085,233578950,2019-05-10 20:49:40,2019-05-10 20:54:45,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly liberal,Yes,Native Hawaiian or other Pacific Islander,Neither support nor oppose,45-60,Male,"$125,000-$149,999",Pacific,iOS Phone / Tablet
10722579540,233578950,2019-05-10 20:49:08,2019-05-10 20:52:40,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,Asian or Asian American,Somewhat support,45-60,Female,"$125,000-$149,999",Pacific,Windows Desktop / Laptop
10722579247,233578950,2019-05-10 20:48:44,2019-05-10 20:50:59,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know or I'd rather not say,No,Hispanic or Latino,I don't know,18-29,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10722579223,233578950,2019-05-10 20:48:46,2019-05-10 20:53:31,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,Black or African American,Strongly support,30-44,Female,"$0-$9,999",South Atlantic,iOS Phone / Tablet
10722579189,233578950,2019-05-10 20:48:42,2019-05-10 20:51:27,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,Another race,I don't know,30-44,Female,"$0-$9,999",New England,iOS Phone / Tablet
10722577825,233578950,2019-05-10 20:46:30,2019-05-10 20:51:02,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,Strongly support,,,,,
10722577429,233578950,2019-05-10 20:46:32,2019-05-10 20:55:33,"Yes, I will likely vote in my state's Democratic primary or caucus",Slightly liberal,Yes,White or Caucasian,Somewhat oppose,45-60,Male,"$200,000+",South Atlantic,iOS Phone / Tablet
10722576712,233578950,2019-05-10 20:46:04,2019-05-10 20:54:39,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,Black or African American,Support,45-60,Female,"$200,000+",East North Central,iOS Phone / Tablet
10722576301,233578950,2019-05-10 20:45:31,2019-05-10 20:50:22,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately conservative,Yes,Black or African American,Strongly support,30-44,Male,"$25,000-$49,999",Pacific,Android Phone / Tablet
10722575999,233578950,2019-05-10 20:45:25,2019-05-10 20:47:56,"Yes, I will likely vote in my state's Republican primary or caucus",Slightly conservative,Yes,Black or African American,Support,30-44,Male,"$75,000-$99,999",East South Central,iOS Phone / Tablet
10722574250,233578950,2019-05-10 20:43:18,2019-05-10 20:46:06,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,White or Caucasian,,,,,,
10722573973,233578950,2019-05-10 20:43:18,2019-05-10 20:44:30,"Yes, I will likely vote in my state's Republican primary or caucus",Moderately conservative,Yes,Black or African American,Oppose,45-60,Male,"$50,000-$74,999",West North Central,iOS Phone / Tablet
10722573168,233578950,2019-05-10 20:42:18,2019-05-10 20:46:29,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,30-44,Male,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10722572279,233578950,2019-05-10 20:41:18,2019-05-10 20:48:20,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,I don't know,> 60,Female,"$50,000-$74,999",West South Central,Android Phone / Tablet
10722570522,233578950,2019-05-10 20:39:30,2019-05-10 20:45:29,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,I don't know,> 60,Male,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet
10722570110,233578950,2019-05-10 20:39:16,2019-05-10 20:43:36,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,30-44,Male,"$50,000-$74,999",East North Central,iOS Phone / Tablet
10722568198,233578950,2019-05-10 20:36:47,2019-05-10 20:41:12,I don't know or I'd rather not say,Moderately conservative,No,White or Caucasian,Neither support nor oppose,45-60,Female,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10722567311,233578950,2019-05-10 20:36:17,2019-05-10 20:41:20,"Yes, I will likely vote in my state's Democratic primary or caucus",Neither liberal nor conservative,Yes,White or Caucasian,Strongly support,45-60,Male,"$50,000-$74,999",East North Central,Windows Desktop / Laptop
10722564546,233578950,2019-05-10 20:33:37,2019-05-10 20:35:51,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Neither support nor oppose,45-60,Female,"$75,000-$99,999",Middle Atlantic,iOS Phone / Tablet
10722562517,233578950,2019-05-10 20:31:27,2019-05-10 20:38:10,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Support,> 60,Male,"$75,000-$99,999",West South Central,iOS Phone / Tablet
10722562480,233578950,2019-05-10 20:31:19,2019-05-10 20:41:17,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,Strongly oppose,18-29,Female,"$0-$9,999",South Atlantic,iOS Phone / Tablet
10722561289,233578950,2019-05-10 20:30:19,2019-05-10 20:34:56,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,White or Caucasian,I don't know,45-60,Female,"$50,000-$74,999",West North Central,Android Phone / Tablet
10722560691,233578950,2019-05-10 20:27:11,2019-05-10 20:34:46,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,White or Caucasian,Somewhat support,45-60,Female,"$25,000-$49,999",East North Central,Windows Desktop / Laptop
10722559612,233578950,2019-05-10 20:27:48,2019-05-10 20:33:43,"Yes, I will likely vote in my state's Democratic primary or caucus",Very conservative,No,Hispanic or Latino,Support,18-29,Female,"$0-$9,999",Middle Atlantic,iOS Phone / Tablet
10722559180,233578950,2019-05-10 20:28:08,2019-05-10 20:34:40,"Yes, I will likely vote in my state's Republican primary or caucus",Very conservative,Yes,White or Caucasian,Neither support nor oppose,> 60,Male,Prefer not to answer,South Atlantic,Windows Desktop / Laptop
10722558602,233578950,2019-05-10 20:27:41,2019-05-10 20:31:13,"Yes, I will likely vote in my state's Democratic primary or caucus",Very liberal,Yes,White or Caucasian,Strongly support,18-29,Female,"$0-$9,999",Pacific,iOS Phone / Tablet
10722558497,233578950,2019-05-10 20:27:37,2019-05-10 20:31:13,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",Neither liberal nor conservative,Unsure / Don’t know,Asian or Asian American,Neither support nor oppose,30-44,Female,"$50,000-$74,999",West South Central,Android Phone / Tablet
10722555808,233578950,2019-05-10 20:24:19,2019-05-10 20:29:52,"Yes, I will likely vote in my state's Democratic primary or caucus",Moderately liberal,Yes,Another race,Strongly oppose,45-60,Male,"$75,000-$99,999",Pacific,iOS Phone / Tablet
