Respondent ID,Start Date,End Date,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Do you think you will participate in the 2020 presidential primary?,Have you had student loans?,"A proposal would cancel $50,000 of student loan debt for those in households making less than $100,000 per year. For households earning between with $100,000 and $250,000, the proposal would cancel a sliding amount of student loan debt. Those earning $250,000 or more would not have debt cancelled. The plan would also end the taxation of canceled debt as income, and would make private loans eligible for debt cancellation.How do you feel about this plan?",Age,Gender,Household Income,Region,Device Type
10690793231,2019-04-26 19:17:18,2019-04-26 19:21:47,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Support,> 60,Female,"$75,000-$99,999",Pacific,Android Phone / Tablet
10690792632,2019-04-26 19:17:06,2019-04-26 19:20:49,Neither liberal nor conservative,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Strongly support,30-44,Female,"$0-$9,999",Pacific,Android Phone / Tablet
10690792616,2019-04-26 19:17:04,2019-04-26 19:20:05,Neither liberal nor conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Male,"$100,000-$124,999",South Atlantic,Android Phone / Tablet
10690792562,2019-04-26 19:16:46,2019-04-26 19:20:48,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Strongly oppose,18-29,Female,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10690792369,2019-04-26 19:16:25,2019-04-26 19:20:55,Neither liberal nor conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Male,"$50,000-$74,999",Mountain,iOS Phone / Tablet
10690792355,2019-04-26 19:16:55,2019-04-26 19:19:42,I don't know or I'd rather not say,No,Hispanic or Latino,I don't know or I'd rather not say,I don't know,Strongly support,18-29,Female,Prefer not to answer,East North Central,iOS Phone / Tablet
10690792286,2019-04-26 19:16:58,2019-04-26 19:19:55,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,18-29,Female,"$10,000-$24,999",Pacific,iOS Phone / Tablet
10690792222,2019-04-26 19:16:42,2019-04-26 19:19:36,Very liberal,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I didn't attend college or grad school",Strongly oppose,45-60,Male,"$10,000-$24,999",South Atlantic,iOS Phone / Tablet
10690792147,2019-04-26 19:16:40,2019-04-26 19:21:23,Slightly liberal,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,45-60,Female,"$25,000-$49,999",West South Central,iOS Phone / Tablet
10690792090,2019-04-26 19:16:25,2019-04-26 19:18:44,Slightly liberal,Yes,Asian or Asian American,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Somewhat oppose,18-29,Male,"$0-$9,999",Pacific,iOS Phone / Tablet
10690791613,2019-04-26 19:16:03,2019-04-26 19:19:09,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Somewhat support,18-29,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10690791412,2019-04-26 19:15:59,2019-04-26 19:20:02,I don't know or I'd rather not say,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Neither support nor oppose,18-29,Female,"$100,000-$124,999",Middle Atlantic,Android Phone / Tablet
10690790451,2019-04-26 19:15:22,2019-04-26 19:20:03,Moderately liberal,Yes,White or Caucasian,I don't know or I'd rather not say,"Yes, but I finished paying off those loans.",Somewhat support,45-60,Female,Prefer not to answer,Pacific,Android Phone / Tablet
10690790420,2019-04-26 19:15:21,2019-04-26 19:16:35,Moderately conservative,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Somewhat support,45-60,Male,"$200,000+",Middle Atlantic,Android Phone / Tablet
10690789372,2019-04-26 19:14:15,2019-04-26 19:17:42,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, but I finished paying off those loans.",Support,45-60,Female,"$200,000+",East North Central,iOS Phone / Tablet
10690788795,2019-04-26 19:14:01,2019-04-26 19:15:10,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Somewhat oppose,18-29,Female,"$0-$9,999",South Atlantic,iOS Phone / Tablet
10690788217,2019-04-26 19:13:27,2019-04-26 19:15:27,Neither liberal nor conservative,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I didn't attend college or grad school",Neither support nor oppose,18-29,Male,"$10,000-$24,999",Middle Atlantic,Android Phone / Tablet
10690788000,2019-04-26 19:13:11,2019-04-26 19:16:09,I don't know or I'd rather not say,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I didn't attend college or grad school",Strongly support,18-29,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10690787022,2019-04-26 19:12:16,2019-04-26 19:16:18,Slightly conservative,No,White or Caucasian,I don't know or I'd rather not say,"No, I didn't attend college or grad school",Neither support nor oppose,45-60,Male,"$0-$9,999",East North Central,Android Phone / Tablet
10690785370,2019-04-26 19:10:59,2019-04-26 19:13:40,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly oppose,45-60,Female,"$50,000-$74,999",Middle Atlantic,Android Phone / Tablet
10690785265,2019-04-26 19:10:51,2019-04-26 19:13:51,Neither liberal nor conservative,No,White or Caucasian,I don't know or I'd rather not say,"Yes, but I finished paying off those loans.",I don't know,45-60,Female,"$25,000-$49,999",Middle Atlantic,iOS Phone / Tablet
10690784531,2019-04-26 19:10:08,2019-04-26 19:11:56,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Oppose,18-29,Female,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10690784104,2019-04-26 19:08:42,2019-04-26 19:16:54,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Neither support nor oppose,> 60,Male,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10690784074,2019-04-26 19:07:41,2019-04-26 19:10:20,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus",I am incurring student loans now,Support,18-29,Female,"$0-$9,999",South Atlantic,Android Phone / Tablet
10690783533,2019-04-26 19:09:34,2019-04-26 19:18:05,Neither liberal nor conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"Yes, I am currently paying off my student loan.",Neither support nor oppose,18-29,Female,Prefer not to answer,West North Central,Android Phone / Tablet
10690782915,2019-04-26 19:08:51,2019-04-26 19:11:32,Slightly conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,45-60,Male,"$75,000-$99,999",New England,iOS Phone / Tablet
10690781707,2019-04-26 19:08:03,2019-04-26 19:12:52,Very liberal,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,18-29,Male,"$100,000-$124,999",Pacific,iOS Phone / Tablet
10690781416,2019-04-26 19:07:47,2019-04-26 19:10:42,Moderately conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Neither support nor oppose,45-60,Female,"$50,000-$74,999",West North Central,Android Phone / Tablet
10690781241,2019-04-26 19:07:40,2019-04-26 19:12:02,Very conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","No, I did not need to take a loan to attend college",Strongly oppose,45-60,Female,"$0-$9,999",South Atlantic,Android Phone / Tablet
10690780705,2019-04-26 19:06:49,2019-04-26 19:10:09,Moderately liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Support,30-44,Female,Prefer not to answer,New England,Android Phone / Tablet
10690778673,2019-04-26 19:05:49,2019-04-26 19:09:51,Neither liberal nor conservative,No,Asian or Asian American,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","No, I did not need to take a loan to attend college",Neither support nor oppose,18-29,Male,"$50,000-$74,999",West South Central,Android Phone / Tablet
10690778278,2019-04-26 19:05:31,2019-04-26 19:07:47,I don't know or I'd rather not say,Yes,Black or African American,I don't know or I'd rather not say,I don't know,I don't know,18-29,Male,"$75,000-$99,999",Pacific,iOS Phone / Tablet
10690777093,2019-04-26 19:03:58,2019-04-26 19:11:42,Slightly conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know,Support,> 60,Male,"$10,000-$24,999",South Atlantic,Android Phone / Tablet
10690776995,2019-04-26 19:04:25,2019-04-26 19:04:48,Slightly liberal,No,Asian or Asian American,I don't know or I'd rather not say,,,,,,,
10690776459,2019-04-26 19:02:42,2019-04-26 19:09:52,Very liberal,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Female,"$150,000-$174,999",Mountain,iOS Phone / Tablet
10690775613,2019-04-26 19:02:51,2019-04-26 19:05:56,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,45-60,Female,"$25,000-$49,999",East South Central,Android Phone / Tablet
10690775123,2019-04-26 19:02:28,2019-04-26 19:05:32,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","Yes, I am currently paying off my student loan.",Strongly support,30-44,Female,"$50,000-$74,999",West North Central,iOS Phone / Tablet
10690775017,2019-04-26 19:02:44,2019-04-26 19:04:52,Slightly liberal,Yes,Black or African American,"Yes, I will likely vote in my state's Democratic primary or caucus",I am incurring student loans now,Strongly support,45-60,Male,"$25,000-$49,999",Middle Atlantic,Windows Desktop / Laptop
10690774858,2019-04-26 19:02:37,2019-04-26 19:06:18,Slightly liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Strongly support,18-29,Female,"$50,000-$74,999",South Atlantic,iOS Phone / Tablet
10690774624,2019-04-26 19:02:24,2019-04-26 19:06:02,Very liberal,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus",I don't know,Somewhat support,> 60,Female,Prefer not to answer,Middle Atlantic,iOS Phone / Tablet
10690774529,2019-04-26 19:02:09,2019-04-26 19:06:00,Neither liberal nor conservative,No,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus","Yes, but I finished paying off those loans.",Strongly support,30-44,Female,"$50,000-$74,999",Middle Atlantic,iOS Phone / Tablet
10690773896,2019-04-26 18:53:44,2019-04-26 19:05:35,I don't know or I'd rather not say,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",I don't know,18-29,Male,"$10,000-$24,999",Mountain,Android Phone / Tablet
10690772776,2019-04-26 19:00:45,2019-04-26 19:03:52,Slightly liberal,Yes,Hispanic or Latino,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",I don't know,18-29,Female,"$50,000-$74,999",Pacific,iOS Phone / Tablet
10690772378,2019-04-26 18:59:57,2019-04-26 19:06:55,Neither liberal nor conservative,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Republican primary or caucus","No, I didn't attend college or grad school",Neither support nor oppose,18-29,Female,"$25,000-$49,999",Pacific,iOS Phone / Tablet
10690771960,2019-04-26 18:59:34,2019-04-26 19:04:09,Slightly conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Republican primary or caucus","Yes, but I finished paying off those loans.",Somewhat support,30-44,Male,"$25,000-$49,999",East North Central,iOS Phone / Tablet
10690771937,2019-04-26 18:57:20,2019-04-26 19:04:30,Moderately conservative,Yes,White or Caucasian,I don't know or I'd rather not say,"No, I did not need to take a loan to attend college",Oppose,30-44,Female,"$25,000-$49,999",West South Central,Android Phone / Tablet
10690771773,2019-04-26 19:00:06,2019-04-26 19:02:54,Very liberal,Yes,Hispanic or Latino,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Strongly support,18-29,Female,"$25,000-$49,999",South Atlantic,Android Phone / Tablet
10690770791,2019-04-26 18:59:12,2019-04-26 19:02:22,Neither liberal nor conservative,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I did not need to take a loan to attend college",Support,> 60,Female,"$100,000-$124,999",Pacific,Windows Desktop / Laptop
10690769791,2019-04-26 18:52:56,2019-04-26 19:02:18,I don't know or I'd rather not say,Yes,White or Caucasian,"Yes, I will likely vote in my state's Democratic primary or caucus","No, I didn't attend college or grad school",Strongly support,30-44,Female,"$25,000-$49,999",West North Central,Android Phone / Tablet
10690769544,2019-04-26 18:58:06,2019-04-26 19:00:36,Slightly conservative,Yes,White or Caucasian,"No, I don't currently plan to vote in a major party's 2020 presidential primary or caucus",I am incurring student loans now,Strongly support,18-29,Male,"$100,000-$124,999",Pacific,Android Phone / Tablet
